case_id;date;start_of_week;start_of_month;translated_comments;sentiment;channel;resolution_time_min;csat_rating_received;classification;resolved_in_sla;first_touch_resolution;group_name_history;groups;total_groups;csat_rated_group_name;issue_classification
CASE-19975;2022-10-03;2022-10-02;2022-10-01;The chatbot failed to process my payment request.;negative;email;2331;2;DETRACTOR;0;0;Grupo J,Grupo F,Grupo E;3;3;Grupo E;Transaction Error
CASE-17044;2024-04-23;2024-04-21;2024-04-01;The email response was sloppy and unclear.;negative;email;1813;2;DETRACTOR;0;1;Grupo I,Grupo D;2;2;Grupo D;Payment Issues
CASE-12913;2022-05-12;2022-05-08;2022-05-01;The phone agent helped me with my rewards program.;positive;phone;9;5;PROMOTER;1;1;Grupo A;1;1;Grupo A;Account Setup
CASE-13551;2023-03-18;2023-03-12;2023-03-01;The chatbot failed to process my payment request.;negative;email;2751;1;DETRACTOR;0;0;Grupo I,Grupo A,Grupo D,Grupo D;3;4;Grupo D;Transaction Error
CASE-12944;2024-08-16;2024-08-11;2024-08-01;I waited forever on the phone, and they didn’t help.;negative;phone;86;1;DETRACTOR;0;0;Grupo I,Grupo J;2;2;Grupo J;Payment Issues
CASE-15647;2023-07-26;2023-07-23;2023-07-01;The phone agent was impatient and rude.;negative;email;2324;2;DETRACTOR;0;0;Grupo I;1;1;Grupo I;Transaction Error
CASE-17066;2024-05-02;2024-04-28;2024-05-01;Phone support was neutral, got it done.;neutral;email;4136;4;PROMOTER;0;1;Grupo A,Grupo A,Grupo I;2;3;Grupo I;Card Issues
CASE-17741;2022-06-09;2022-06-05;2022-06-01;The phone team was amazing with my inquiry.;positive;email;93;5;PROMOTER;1;1;Grupo I;1;1;Grupo I;Fees Inquiry
CASE-18530;2023-04-24;2023-04-23;2023-04-01;The chatbot gave me wrong loan terms info.;negative;email;4111;2;DETRACTOR;0;0;Grupo F,Grupo B,Grupo G;3;3;Grupo G;Transaction Error
CASE-16722;2024-12-11;2024-12-08;2024-12-01;The email response was clear and solved my problem.;positive;phone;10;4;PROMOTER;1;1;Grupo D;1;1;Grupo D;Balance Inquiry
CASE-14121;2022-05-08;2022-05-08;2022-05-01;The phone agent was so patient with my account setup.;positive;chatbot;8;5;PROMOTER;1;1;Grupo C,Grupo J;2;2;Grupo J;Payment Issues
CASE-13162;2024-11-02;2024-10-27;2024-11-01;The email team took forever and didn’t help.;negative;email;1740;2;DETRACTOR;0;0;Grupo A,Grupo B,Grupo G,Grupo F;4;4;Grupo F;Transaction Error
CASE-19208;2023-05-23;2023-05-21;2023-05-01;Email support made resolving my issue so easy.;positive;phone;11;4;PROMOTER;1;1;Grupo D;1;1;Grupo D;Balance Inquiry
CASE-17571;2024-07-10;2024-07-07;2024-07-01;The chatbot gave me outdated info about my fees.;negative;email;2635;2;DETRACTOR;0;0;Grupo C,Grupo J,Grupo I;3;3;Grupo I;Balance Inquiry
CASE-10800;2023-09-25;2023-09-24;2023-09-01;I had a horrible experience with the phone support.;negative;email;1581;1;DETRACTOR;0;0;Grupo I,Grupo H,Grupo H,Grupo A;3;4;Grupo A;Card Issues
CASE-14855;2022-07-10;2022-07-10;2022-07-01;The email response was late and full of errors.;negative;email;3716;1;DETRACTOR;0;0;Grupo H,Grupo A,Grupo H,Grupo D;3;4;Grupo D;Fraud Report
CASE-18199;2024-09-24;2024-09-22;2024-09-01;The email response was thorough and resolved my question.;positive;phone;30;4;PROMOTER;1;0;Grupo F,Grupo I;2;2;Grupo I;Loan Inquiry
CASE-17663;2023-11-11;2023-11-05;2023-11-01;The chatbot made paying my bill so easy and fast.;positive;chatbot;4;5;PROMOTER;1;1;Grupo A,Grupo C;2;2;Grupo C;Balance Inquiry
CASE-13062;2024-01-16;2024-01-14;2024-01-01;The chatbot couldn’t help with my card replacement.;negative;email;2483;2;DETRACTOR;0;0;Grupo F;1;1;Grupo F;Transaction Error
CASE-17081;2023-07-25;2023-07-23;2023-07-01;The email response was rude and dismissive.;negative;email;3462;2;DETRACTOR;0;1;Grupo C,Grupo J,Grupo B;3;3;Grupo B;Transaction Error
CASE-14536;2023-12-26;2023-12-24;2023-12-01;The email team was neutral, response was basic.;neutral;email;2828;3;DETRACTOR;0;1;Grupo I,Grupo A;2;2;Grupo A;Login Problems
CASE-16460;2023-03-28;2023-03-26;2023-03-01;The phone agent didn’t know basic banking info.;negative;phone;70;1;DETRACTOR;0;0;Grupo E,Grupo C;2;2;Grupo C;Fraud Report
CASE-17072;2023-04-25;2023-04-23;2023-04-01;Phone support was disrespectful and unhelpful.;negative;phone;78;1;DETRACTOR;0;0;Grupo I,Grupo J,Grupo A,Grupo C;4;4;Grupo C;Payment Issues
CASE-10797;2024-12-11;2024-12-08;2024-12-01;Email support was rude and unprofessional.;negative;phone;113;2;DETRACTOR;0;1;Grupo B,Grupo J,Grupo I,Grupo D;4;4;Grupo D;Transaction Error
CASE-16776;2022-01-14;2022-01-09;2022-01-01;The phone agent helped me with my rewards program.;positive;email;345;5;PROMOTER;1;0;Grupo I,Grupo B;2;2;Grupo B;Loan Inquiry
CASE-14311;2023-10-19;2023-10-15;2023-10-01;The email support team was efficient and friendly.;positive;chatbot;5;5;PROMOTER;1;1;Grupo C;1;1;Grupo C;Fees Inquiry
CASE-18994;2023-09-14;2023-09-10;2023-09-01;The email team provided a clear and quick solution.;positive;chatbot;10;4;PROMOTER;1;1;Grupo J,Grupo B,Grupo F;3;3;Grupo F;Balance Inquiry
CASE-12978;2024-11-28;2024-11-24;2024-11-01;The email team provided a clear and quick solution.;positive;email;112;4;PROMOTER;1;0;Grupo B;1;1;Grupo B;Balance Inquiry
CASE-18451;2024-07-01;2024-06-30;2024-07-01;Phone support was disrespectful and unhelpful.;negative;email;1986;2;DETRACTOR;0;0;Grupo C,Grupo C;1;2;Grupo C;Fees Inquiry
CASE-16581;2022-10-05;2022-10-02;2022-10-01;The phone team didn’t solve my transfer problem.;negative;chatbot;10;2;DETRACTOR;1;0;Grupo A,Grupo F;2;2;Grupo F;Payment Issues
CASE-15642;2024-06-20;2024-06-16;2024-06-01;Phone support made me feel confident about my banking.;positive;chatbot;1;4;PROMOTER;1;1;Grupo A,Grupo J,Grupo J;2;3;Grupo J;Card Issues
CASE-11877;2022-03-31;2022-03-27;2022-03-01;The chatbot failed to assist with my rewards query.;negative;email;4039;1;DETRACTOR;0;0;Grupo I,Grupo I,Grupo J,Grupo E,Grupo G;4;5;Grupo G;Fraud Report
CASE-18772;2024-03-24;2024-03-24;2024-03-01;The phone team was fine, no major problems.;neutral;chatbot;49;3;DETRACTOR;0;0;Grupo C,Grupo A,Grupo C,Grupo A;2;4;Grupo A;Card Issues
CASE-18036;2022-10-05;2022-10-02;2022-10-01;The email team was neutral, response was fine.;neutral;chatbot;7;4;PROMOTER;1;0;Grupo B;1;1;Grupo B;Account Setup
CASE-14186;2024-07-27;2024-07-21;2024-07-01;The phone team was slow and didn’t care.;negative;phone;158;1;DETRACTOR;0;0;Grupo D,Grupo D,Grupo E;2;3;Grupo E;Account Setup
CASE-14539;2024-07-06;2024-06-30;2024-07-01;The email response was vague and unhelpful.;negative;chatbot;15;2;DETRACTOR;0;0;Grupo B;1;1;Grupo B;Login Problems
CASE-11414;2024-12-04;2024-12-01;2024-12-01;The chatbot couldn’t assist with my statement.;negative;phone;56;2;DETRACTOR;0;0;Grupo I;1;1;Grupo I;Login Problems
CASE-14901;2023-12-09;2023-12-03;2023-12-01;The chatbot misunderstood my loan inquiry completely.;negative;email;3125;2;DETRACTOR;0;0;Grupo I,Grupo E;2;2;Grupo E;Transaction Error
CASE-16314;2024-05-23;2024-05-19;2024-05-01;The chatbot made banking so convenient, I love it!;positive;chatbot;6;4;PROMOTER;1;1;Grupo I,Grupo F;2;2;Grupo F;Loan Inquiry
CASE-18171;2023-01-27;2023-01-22;2023-01-01;The chatbot answered my mortgage question accurately.;positive;phone;8;5;PROMOTER;1;0;Grupo B,Grupo A;2;2;Grupo A;Loan Inquiry
CASE-12936;2024-11-21;2024-11-17;2024-11-01;The chatbot was fast and accurate with my inquiry.;positive;chatbot;3;4;PROMOTER;1;1;Grupo C;1;1;Grupo C;Balance Inquiry
CASE-18216;2023-04-22;2023-04-16;2023-04-01;Phone support handled my transfer request flawlessly.;positive;email;498;4;PROMOTER;1;1;Grupo I,Grupo A,Grupo D;3;3;Grupo D;Payment Issues
CASE-12223;2023-10-25;2023-10-22;2023-10-01;Phone support handled my transfer request flawlessly.;positive;email;198;4;PROMOTER;1;1;Grupo E,Grupo A;2;2;Grupo A;Payment Issues
CASE-15466;2022-04-19;2022-04-17;2022-04-01;Quick and friendly service, my card issue was sorted out fast.;positive;chatbot;9;5;PROMOTER;1;0;Grupo A,Grupo H;2;2;Grupo H;Loan Inquiry
CASE-15678;2025-01-24;2025-01-19;2025-01-01;The phone agent walked me through everything step-by-step.;positive;email;147;5;PROMOTER;1;1;Grupo F,Grupo B,Grupo J;3;3;Grupo J;Account Setup
CASE-13058;2024-04-11;2024-04-07;2024-04-01;The service was top-notch, I’m so happy with this bank!;positive;phone;15;5;PROMOTER;1;1;Grupo I;1;1;Grupo I;Fees Inquiry
CASE-15916;2022-02-09;2022-02-06;2022-02-01;Email support was okay, could be better.;neutral;phone;57;4;PROMOTER;0;1;Grupo A,Grupo C,Grupo J;3;3;Grupo J;Card Issues
CASE-11401;2024-04-07;2024-04-07;2024-04-01;I had a wonderful experience opening my account via phone.;positive;email;152;4;PROMOTER;1;1;Grupo C;1;1;Grupo C;Card Issues
CASE-12579;2022-05-27;2022-05-22;2022-05-01;The email response was spot on and very professional.;positive;chatbot;1;5;PROMOTER;1;0;Grupo F;1;1;Grupo F;Payment Issues
CASE-18427;2023-11-28;2023-11-26;2023-11-01;The chatbot helped with my payment, but it was slow.;neutral;phone;23;3;DETRACTOR;1;0;Grupo H,Grupo E;2;2;Grupo E;Account Setup
CASE-14794;2022-04-16;2022-04-10;2022-04-01;The phone team didn’t solve my transfer problem.;negative;email;1671;2;DETRACTOR;0;0;Grupo H,Grupo J,Grupo H,Grupo A;3;4;Grupo A;General Inquiry
CASE-15376;2023-01-26;2023-01-22;2023-01-01;The phone team was amazing with my inquiry.;positive;chatbot;5;4;PROMOTER;1;1;Grupo F;1;1;Grupo F;Card Issues
CASE-13500;2023-02-21;2023-02-19;2023-02-01;The chatbot helped with my payment, but it was slow.;neutral;phone;29;3;DETRACTOR;1;1;Grupo J;1;1;Grupo J;Transaction Error
CASE-15205;2023-03-25;2023-03-19;2023-03-01;Phone support handled my transfer request flawlessly.;positive;phone;8;5;PROMOTER;1;1;Grupo B;1;1;Grupo B;Balance Inquiry
CASE-19058;2024-05-20;2024-05-19;2024-05-01;The chatbot gave me useless info about my card.;negative;phone;84;1;DETRACTOR;0;0;Grupo G,Grupo E;2;2;Grupo E;Login Problems
CASE-15394;2022-02-15;2022-02-13;2022-02-01;Phone support was outstanding, they deserve praise!;positive;chatbot;1;5;PROMOTER;1;1;Grupo G;1;1;Grupo G;Payment Issues
CASE-18105;2023-10-04;2023-10-01;2023-10-01;The chatbot made checking my rewards so simple.;positive;phone;7;5;PROMOTER;1;1;Grupo E;1;1;Grupo E;Loan Inquiry
CASE-10991;2023-10-07;2023-10-01;2023-10-01;The chatbot gave me wrong info about my account.;negative;phone;87;2;DETRACTOR;0;0;Grupo C,Grupo I,Grupo F;3;3;Grupo F;Loan Inquiry
CASE-12301;2024-09-11;2024-09-08;2024-09-01;Phone support was outstanding, they deserve praise!;positive;chatbot;7;4;PROMOTER;1;0;Grupo D,Grupo A;2;2;Grupo A;Payment Issues
CASE-19650;2023-07-21;2023-07-16;2023-07-01;The chatbot failed to reset my password correctly.;negative;phone;52;1;DETRACTOR;0;0;Grupo G,Grupo B,Grupo A,Grupo E;4;4;Grupo E;General Inquiry
CASE-11785;2022-08-26;2022-08-21;2022-08-01;The phone agent refused to escalate my issue.;negative;phone;40;1;DETRACTOR;0;0;Grupo G,Grupo B,Grupo H;3;3;Grupo H;Transaction Error
CASE-14436;2023-03-25;2023-03-19;2023-03-01;The agent was knowledgeable and made me feel valued.;positive;chatbot;5;4;PROMOTER;1;1;Grupo D;1;1;Grupo D;Transaction Error
CASE-10960;2022-10-21;2022-10-16;2022-10-01;The email team took forever and didn’t help.;negative;phone;39;2;DETRACTOR;0;0;Grupo G;1;1;Grupo G;Card Issues
CASE-17484;2022-04-04;2022-04-03;2022-04-01;Phone support was standard, no complaints.;neutral;email;3004;3;DETRACTOR;0;0;Grupo D,Grupo D,Grupo H;2;3;Grupo H;Transaction Error
CASE-11134;2024-01-13;2024-01-07;2024-01-01;The chatbot answered all my questions perfectly, amazing!;positive;chatbot;5;5;PROMOTER;1;1;Grupo G;1;1;Grupo G;Fees Inquiry
CASE-11927;2023-11-03;2023-10-29;2023-11-01;The chatbot answered my loan question in seconds.;positive;chatbot;3;5;PROMOTER;1;1;Grupo I;1;1;Grupo I;Card Issues
CASE-17620;2022-08-03;2022-07-31;2022-08-01;The chatbot assisted me with my savings account inquiry perfectly.;positive;phone;12;4;PROMOTER;1;0;Grupo C;1;1;Grupo C;Loan Inquiry
CASE-16105;2025-02-26;2025-02-23;2025-02-01;I had a horrible experience with the phone support.;negative;chatbot;29;2;DETRACTOR;0;1;Grupo F,Grupo E;2;2;Grupo E;Transaction Error
CASE-16268;2023-08-10;2023-08-06;2023-08-01;I waited forever on the phone, and they didn’t help.;negative;chatbot;83;1;DETRACTOR;0;0;Grupo E,Grupo J,Grupo D;3;3;Grupo D;Loan Inquiry
CASE-17534;2022-08-31;2022-08-28;2022-08-01;The chatbot made banking so convenient, I love it!;positive;chatbot;4;5;PROMOTER;1;1;Grupo H,Grupo A;2;2;Grupo A;Account Setup
CASE-13805;2023-06-14;2023-06-11;2023-06-01;The chatbot was quick to assist with my payment query.;positive;phone;11;4;PROMOTER;1;0;Grupo B;1;1;Grupo B;Card Issues
CASE-17531;2024-01-18;2024-01-14;2024-01-01;The chatbot was quick to assist with my transfer request.;positive;chatbot;3;5;PROMOTER;1;1;Grupo I;1;1;Grupo I;Payment Issues
CASE-15508;2025-01-04;2024-12-29;2025-01-01;The email team solved my issue with a single reply.;positive;chatbot;3;5;PROMOTER;1;1;Grupo H;1;1;Grupo H;General Inquiry
CASE-17545;2022-01-06;2022-01-02;2022-01-01;The chatbot gave me outdated info about my fees.;negative;phone;85;1;DETRACTOR;0;1;Grupo F,Grupo G;2;2;Grupo G;Card Issues
CASE-18591;2022-12-03;2022-11-27;2022-12-01;The phone agent hung up on me mid-conversation.;negative;email;3405;1;DETRACTOR;0;1;Grupo B,Grupo D,Grupo C;3;3;Grupo C;Transaction Error
CASE-11281;2022-12-18;2022-12-18;2022-12-01;The phone agent refused to escalate my issue.;negative;email;4019;1;DETRACTOR;0;0;Grupo C,Grupo D,Grupo H;3;3;Grupo H;Balance Inquiry
CASE-14640;2025-01-06;2025-01-05;2025-01-01;The chatbot handled my balance inquiry like a pro.;positive;phone;26;4;PROMOTER;1;1;Grupo J,Grupo H;2;2;Grupo H;Loan Inquiry
CASE-14409;2023-04-30;2023-04-30;2023-04-01;The chatbot was average, did the job eventually.;neutral;phone;24;4;PROMOTER;1;0;Grupo F,Grupo I;2;2;Grupo I;Card Issues
CASE-17526;2024-10-11;2024-10-06;2024-10-01;The service was top-notch, I’m so happy with this bank!;positive;email;239;4;PROMOTER;1;1;Grupo C;1;1;Grupo C;Balance Inquiry
CASE-10902;2024-01-18;2024-01-14;2024-01-01;The chatbot made banking so convenient, I love it!;positive;phone;13;5;PROMOTER;1;1;Grupo B;1;1;Grupo B;Balance Inquiry
CASE-11596;2023-02-04;2023-01-29;2023-02-01;Phone support was excellent, they helped me with my statement.;positive;chatbot;11;5;PROMOTER;0;1;Grupo G,Grupo J,Grupo A;3;3;Grupo A;Card Issues
CASE-18914;2024-03-30;2024-03-24;2024-03-01;The phone agent hung up on me mid-conversation.;negative;phone;190;1;DETRACTOR;0;1;Grupo E,Grupo F,Grupo C,Grupo E;3;4;Grupo E;Loan Inquiry
CASE-18514;2023-12-25;2023-12-24;2023-12-01;The chatbot gave me wrong loan terms info.;negative;phone;111;1;DETRACTOR;0;0;Grupo G,Grupo F,Grupo G;2;3;Grupo G;Fees Inquiry
CASE-15069;2024-11-27;2024-11-24;2024-11-01;Quick and friendly service, my card issue was sorted out fast.;positive;chatbot;5;4;PROMOTER;1;1;Grupo A;1;1;Grupo A;Balance Inquiry
CASE-17814;2022-01-28;2022-01-23;2022-01-01;The phone service was awful, no one knew what to do.;negative;chatbot;38;2;DETRACTOR;0;0;Grupo F,Grupo C;2;2;Grupo C;Account Setup
CASE-11995;2023-05-05;2023-04-30;2023-05-01;The chatbot failed to reset my password correctly.;negative;email;3543;1;DETRACTOR;0;0;Grupo F,Grupo B,Grupo B;2;3;Grupo B;Transaction Error
CASE-19043;2023-01-22;2023-01-22;2023-01-01;The phone agent was great at explaining my loan terms.;positive;chatbot;1;5;PROMOTER;1;1;Grupo E;1;1;Grupo E;Balance Inquiry
CASE-19665;2024-02-13;2024-02-11;2024-02-01;The email response was clear and solved my problem.;positive;phone;6;4;PROMOTER;1;1;Grupo B;1;1;Grupo B;Balance Inquiry
CASE-15608;2022-10-16;2022-10-16;2022-10-01;The chatbot made my experience so convenient!;positive;chatbot;2;5;PROMOTER;1;1;Grupo G,Grupo F;2;2;Grupo F;Balance Inquiry
CASE-11029;2022-01-16;2022-01-16;2022-01-01;I received a detailed email response in less than an hour.;positive;phone;13;4;PROMOTER;1;1;Grupo E,Grupo J;2;2;Grupo J;Card Issues
CASE-16241;2023-10-09;2023-10-08;2023-10-01;The chatbot handled my balance inquiry like a pro.;positive;chatbot;2;4;PROMOTER;1;1;Grupo J;1;1;Grupo J;Transaction Error
CASE-11690;2022-04-20;2022-04-17;2022-04-01;The agent was very helpful and resolved my issue quickly.;positive;email;135;4;PROMOTER;1;1;Grupo E;1;1;Grupo E;Card Issues
CASE-12367;2024-03-08;2024-03-03;2024-03-01;Phone support made me feel confident about my banking.;positive;chatbot;2;5;PROMOTER;1;1;Grupo J;1;1;Grupo J;Fees Inquiry
CASE-11036;2023-01-13;2023-01-08;2023-01-01;Email support was the worst, no effort at all.;negative;phone;59;1;DETRACTOR;0;0;Grupo D,Grupo A;2;2;Grupo A;Transaction Error
CASE-12724;2024-09-07;2024-09-01;2024-09-01;I’m impressed with how fast my loan application was processed.;positive;chatbot;7;4;PROMOTER;1;1;Grupo F,Grupo G;2;2;Grupo G;Balance Inquiry
CASE-10593;2025-01-15;2025-01-12;2025-01-01;The phone team resolved my overdraft issue professionally.;positive;phone;15;4;PROMOTER;1;1;Grupo D;1;1;Grupo D;Login Problems
CASE-18347;2022-08-19;2022-08-14;2022-08-01;The chatbot gave me nonsense answers all the time.;negative;chatbot;24;1;DETRACTOR;0;0;Grupo G,Grupo F,Grupo A,Grupo D;4;4;Grupo D;Transaction Error
CASE-14363;2025-02-26;2025-02-23;2025-02-01;The phone agent was clueless about my account.;negative;email;3158;1;DETRACTOR;0;0;Grupo C,Grupo J;2;2;Grupo J;Login Problems
CASE-14969;2022-10-27;2022-10-23;2022-10-01;The chatbot was a lifesaver when I needed to block my card.;positive;chatbot;4;5;PROMOTER;1;0;Grupo A;1;1;Grupo A;Loan Inquiry
CASE-18995;2023-08-17;2023-08-13;2023-08-01;The email response was thorough and resolved my question.;positive;phone;8;5;PROMOTER;1;1;Grupo H;1;1;Grupo H;Card Issues
CASE-15292;2023-03-05;2023-03-05;2023-03-01;The email response was vague and frustrating.;negative;phone;59;1;DETRACTOR;0;1;Grupo A,Grupo B;2;2;Grupo B;Payment Issues
CASE-15794;2023-07-22;2023-07-16;2023-07-01;The chatbot gave me nonsense answers all the time.;negative;phone;154;2;DETRACTOR;0;0;Grupo H,Grupo J,Grupo E;3;3;Grupo E;Payment Issues
CASE-12079;2022-12-14;2022-12-11;2022-12-01;Phone support was excellent, they helped me with my statement.;positive;chatbot;1;4;PROMOTER;1;1;Grupo I;1;1;Grupo I;Payment Issues
CASE-18001;2023-09-30;2023-09-24;2023-09-01;The email response was professional and to the point.;positive;phone;7;5;PROMOTER;1;1;Grupo E;1;1;Grupo E;Loan Inquiry
CASE-13432;2024-11-19;2024-11-17;2024-11-01;The chatbot misunderstood my loan inquiry completely.;negative;phone;271;2;DETRACTOR;0;0;Grupo E,Grupo I,Grupo G,Grupo H,Grupo G;4;5;Grupo G;Account Setup
CASE-19542;2022-01-17;2022-01-16;2022-01-01;The email response was thorough and polite.;positive;email;227;4;PROMOTER;1;1;Grupo J;1;1;Grupo J;Fees Inquiry
CASE-10146;2024-06-20;2024-06-16;2024-06-01;The chatbot was quick to assist with my payment query.;positive;phone;7;5;PROMOTER;1;1;Grupo G;1;1;Grupo G;Card Issues
CASE-17052;2023-11-16;2023-11-12;2023-11-01;Phone support was regular, nothing impressive.;neutral;phone;30;4;PROMOTER;1;1;Grupo B,Grupo G,Grupo C;3;3;Grupo C;Balance Inquiry
CASE-11188;2022-01-14;2022-01-09;2022-01-01;Quick and friendly service, my card issue was sorted out fast.;positive;email;235;4;PROMOTER;1;0;Grupo F;1;1;Grupo F;Card Issues
CASE-10144;2024-04-28;2024-04-28;2024-04-01;Email support was amazing, they responded right away.;positive;phone;14;5;PROMOTER;1;1;Grupo H,Grupo H;1;2;Grupo H;Card Issues
CASE-16518;2023-10-21;2023-10-15;2023-10-01;The service was top-notch, I’m so happy with this bank!;positive;email;207;5;PROMOTER;1;1;Grupo D;1;1;Grupo D;Payment Issues
CASE-15140;2024-06-29;2024-06-23;2024-06-01;The email team provided a clear and quick solution.;positive;phone;10;4;PROMOTER;1;1;Grupo A;1;1;Grupo A;Account Setup
CASE-11485;2023-03-09;2023-03-05;2023-03-01;Phone support was terrible, they wasted my time.;negative;phone;73;2;DETRACTOR;0;0;Grupo J,Grupo J,Grupo H,Grupo F;3;4;Grupo F;Balance Inquiry
CASE-11794;2022-06-25;2022-06-19;2022-06-01;The chatbot assisted me with my fees effortlessly.;positive;phone;12;4;PROMOTER;1;1;Grupo H;1;1;Grupo H;Payment Issues
CASE-14041;2023-09-18;2023-09-17;2023-09-01;The phone agent helped me with my rewards program.;positive;email;675;4;PROMOTER;1;1;Grupo D,Grupo B,Grupo C;3;3;Grupo C;Card Issues
CASE-19502;2024-01-10;2024-01-07;2024-01-01;The agent on the phone explained my mortgage options clearly.;positive;email;101;5;PROMOTER;1;1;Grupo G;1;1;Grupo G;Balance Inquiry
CASE-17420;2023-01-22;2023-01-22;2023-01-01;Email support was reliable and resolved my concern.;positive;email;92;5;PROMOTER;1;1;Grupo J;1;1;Grupo J;Fees Inquiry
CASE-16614;2022-11-30;2022-11-27;2022-11-01;The chatbot helped me with my account balance quickly.;positive;email;165;5;PROMOTER;1;1;Grupo G;1;1;Grupo G;Account Setup
CASE-15450;2024-11-11;2024-11-10;2024-11-01;The phone agent was patient and solved my problem.;positive;chatbot;3;4;PROMOTER;1;1;Grupo J;1;1;Grupo J;Balance Inquiry
CASE-10390;2024-09-14;2024-09-08;2024-09-01;The chatbot was fast and accurate with my inquiry.;positive;phone;14;4;PROMOTER;1;1;Grupo I;1;1;Grupo I;Loan Inquiry
CASE-12374;2023-02-16;2023-02-12;2023-02-01;The phone agent hung up on me mid-conversation.;negative;chatbot;128;1;DETRACTOR;0;0;Grupo B,Grupo E,Grupo F,Grupo E,Grupo B;3;5;Grupo B;Card Issues
CASE-10467;2022-05-13;2022-05-08;2022-05-01;The phone agent was unhelpful with my fees.;negative;email;3052;2;DETRACTOR;0;0;Grupo E,Grupo D,Grupo E,Grupo F;3;4;Grupo F;Loan Inquiry
CASE-14068;2024-10-08;2024-10-06;2024-10-01;The phone agent helped me with my rewards program.;positive;email;129;5;PROMOTER;1;0;Grupo B,Grupo F;2;2;Grupo F;Loan Inquiry
CASE-19719;2025-02-11;2025-02-09;2025-02-01;The agent was knowledgeable and made me feel valued.;positive;email;134;5;PROMOTER;1;1;Grupo C;1;1;Grupo C;Balance Inquiry
CASE-18984;2022-08-03;2022-07-31;2022-08-01;The chatbot answered my mortgage question accurately.;positive;email;293;4;PROMOTER;1;1;Grupo D,Grupo E;2;2;Grupo E;Payment Issues
CASE-19206;2022-11-24;2022-11-20;2022-11-01;The chatbot couldn’t handle my simple transfer request.;negative;chatbot;102;2;DETRACTOR;0;0;Grupo G,Grupo J,Grupo D,Grupo E;4;4;Grupo E;Transaction Error
CASE-12090;2022-04-21;2022-04-17;2022-04-01;The chatbot was okay with my rewards query.;neutral;email;1238;4;PROMOTER;1;0;Grupo G;1;1;Grupo G;Account Setup
CASE-18964;2024-07-04;2024-06-30;2024-07-01;The chatbot crashed when I tried to check my balance.;negative;email;3724;1;DETRACTOR;0;0;Grupo F,Grupo D,Grupo H,Grupo F,Grupo D;3;5;Grupo D;Transaction Error
CASE-13142;2023-07-11;2023-07-09;2023-07-01;The chatbot gave me wrong loan terms info.;negative;chatbot;89;1;DETRACTOR;0;0;Grupo D,Grupo J,Grupo D,Grupo A;3;4;Grupo A;Login Problems
CASE-15543;2022-12-16;2022-12-11;2022-12-01;The chatbot saved me so much time with my transaction query.;positive;chatbot;1;5;PROMOTER;1;1;Grupo A;1;1;Grupo A;Payment Issues
CASE-10922;2022-09-12;2022-09-11;2022-09-01;Email support was neutral, not bad or good.;neutral;chatbot;6;4;PROMOTER;1;0;Grupo H,Grupo D;2;2;Grupo D;Card Issues
CASE-17973;2022-03-30;2022-03-27;2022-03-01;I had a wonderful experience opening my account via phone.;positive;chatbot;1;4;PROMOTER;1;1;Grupo C;1;1;Grupo C;Card Issues
CASE-15704;2024-06-15;2024-06-09;2024-06-01;The chatbot made my experience so convenient!;positive;phone;6;5;PROMOTER;1;1;Grupo C;1;1;Grupo C;Transaction Error
CASE-12821;2022-08-27;2022-08-21;2022-08-01;The phone agent was great at explaining my loan terms.;positive;phone;10;5;PROMOTER;1;1;Grupo H;1;1;Grupo H;Loan Inquiry
CASE-13786;2024-04-16;2024-04-14;2024-04-01;The chatbot was okay, assisted me eventually.;neutral;email;3284;3;DETRACTOR;0;1;Grupo B,Grupo B,Grupo C;2;3;Grupo C;Payment Issues
CASE-11643;2023-04-23;2023-04-23;2023-04-01;The chatbot was quick to assist with my card issue.;positive;email;198;5;PROMOTER;1;1;Grupo G;1;1;Grupo G;Balance Inquiry
CASE-10976;2023-03-20;2023-03-19;2023-03-01;The email team ignored my urgent request.;negative;phone;55;2;DETRACTOR;0;1;Grupo A,Grupo H,Grupo G,Grupo H,Grupo A;3;5;Grupo A;Card Issues
CASE-14399;2023-03-20;2023-03-19;2023-03-01;The chatbot made my experience so convenient!;positive;chatbot;5;4;PROMOTER;1;1;Grupo F;1;1;Grupo F;Payment Issues
CASE-19861;2023-04-08;2023-04-02;2023-04-01;Email support was the worst, no effort at all.;negative;phone;163;1;DETRACTOR;0;0;Grupo G,Grupo F,Grupo J;3;3;Grupo J;Card Issues
CASE-14518;2022-04-24;2022-04-24;2022-04-01;The phone team was professional and handled my request well.;positive;email;109;5;PROMOTER;1;1;Grupo J;1;1;Grupo J;Balance Inquiry
CASE-16182;2024-12-10;2024-12-08;2024-12-01;Email support didn’t even try to fix my issue.;negative;chatbot;96;2;DETRACTOR;0;0;Grupo C,Grupo D,Grupo H,Grupo E;4;4;Grupo E;Card Issues
CASE-14053;2024-03-30;2024-03-24;2024-03-01;The chatbot made resetting my PIN so simple.;positive;phone;13;4;PROMOTER;1;1;Grupo D;1;1;Grupo D;Card Issues
CASE-17041;2023-08-21;2023-08-20;2023-08-01;I waited on hold for an hour, this is unacceptable.;negative;email;4026;1;DETRACTOR;0;1;Grupo B,Grupo A,Grupo G;3;3;Grupo G;Payment Issues
