case_id;date;start_of_week;start_of_month;translated_comments;sentiment;channel;resolution_time_min;csat_rating_received;classification;resolved_in_sla;first_touch_resolution;group_name_history;groups;total_groups;csat_rated_group_name;issue_classification
CASE-20067;2023-08-31;2023-08-27;2023-08-01;The email team sent me a reply that made no sense.;negative;phone;228;2;DETRACTOR;0;0;Grupo A,Grupo A,Grupo D,Grupo C;3;4;Grupo C;Card Issues
CASE-20787;2024-04-13;2024-04-07;2024-04-01;The phone agent walked me through everything step-by-step.;positive;chatbot;3;4;PROMOTER;1;1;Grupo I;1;1;Grupo I;Balance Inquiry
CASE-18805;2023-09-22;2023-09-17;2023-09-01;Phone support was quick and made my day better!;positive;phone;38;5;PROMOTER;0;1;Grupo F,Grupo E,Grupo F;2;3;Grupo F;General Inquiry
CASE-15726;2024-02-03;2024-01-28;2024-02-01;The chatbot handled my request, but it was basic.;neutral;phone;21;3;DETRACTOR;1;1;Grupo F;1;1;Grupo F;Card Issues
CASE-27847;2022-06-10;2022-06-05;2022-06-01;The phone agent was great at explaining my loan terms.;positive;email;144;4;PROMOTER;1;1;Grupo I;1;1;Grupo I;Login Problems
CASE-23024;2025-02-11;2025-02-09;2025-02-01;The phone agent walked me through everything step-by-step.;positive;chatbot;2;5;PROMOTER;1;1;Grupo D;1;1;Grupo D;Balance Inquiry
CASE-21996;2023-07-15;2023-07-09;2023-07-01;The email response was okay, not very detailed.;neutral;chatbot;21;4;PROMOTER;0;0;Grupo B,Grupo C;2;2;Grupo C;Account Setup
CASE-26104;2024-02-02;2024-01-28;2024-02-01;The email team provided a clear and quick solution.;positive;chatbot;3;5;PROMOTER;1;1;Grupo D;1;1;Grupo D;Transaction Error
CASE-18161;2025-01-17;2025-01-12;2025-01-01;The agent was knowledgeable and made me feel valued.;positive;email;298;5;PROMOTER;1;1;Grupo E,Grupo B;2;2;Grupo B;Balance Inquiry
CASE-18079;2023-07-12;2023-07-09;2023-07-01;The chatbot was fast and accurate with my inquiry.;positive;phone;11;4;PROMOTER;1;1;Grupo J,Grupo D;2;2;Grupo D;Balance Inquiry
CASE-17233;2022-06-26;2022-06-26;2022-06-01;The email response was spot on and very professional.;positive;chatbot;5;5;PROMOTER;1;1;Grupo I;1;1;Grupo I;Payment Issues
CASE-23298;2022-12-08;2022-12-04;2022-12-01;Phone support was efficient and solved my problem fast.;positive;phone;6;4;PROMOTER;1;1;Grupo A;1;1;Grupo A;Account Setup
CASE-23119;2024-01-18;2024-01-14;2024-01-01;The phone agent didn’t know basic banking info.;negative;phone;81;2;DETRACTOR;0;0;Grupo F,Grupo B,Grupo D,Grupo H;4;4;Grupo H;Fraud Report
CASE-17758;2022-06-06;2022-06-05;2022-06-01;The phone agent gave me conflicting information.;negative;phone;225;2;DETRACTOR;0;0;Grupo C,Grupo F,Grupo J,Grupo C;3;4;Grupo C;Login Problems
CASE-26347;2024-10-27;2024-10-27;2024-10-01;Email support was slow and totally useless.;negative;email;1531;1;DETRACTOR;0;0;Grupo J,Grupo E,Grupo G,Grupo F,Grupo B;5;5;Grupo B;Login Problems
CASE-21948;2022-11-15;2022-11-13;2022-11-01;The chatbot gave me wrong payment instructions.;negative;chatbot;15;1;DETRACTOR;0;0;Grupo B;1;1;Grupo B;Fraud Report
CASE-23198;2022-11-08;2022-11-06;2022-11-01;The chatbot gave me wrong info about my account.;negative;email;4026;2;DETRACTOR;0;0;Grupo E,Grupo A,Grupo H,Grupo C;4;4;Grupo C;Transaction Error
CASE-22463;2024-05-03;2024-04-28;2024-05-01;The chatbot assisted me with my savings account inquiry perfectly.;positive;email;178;5;PROMOTER;1;1;Grupo G;1;1;Grupo G;Loan Inquiry
CASE-22598;2024-10-23;2024-10-20;2024-10-01;The chatbot answered all my questions perfectly, amazing!;positive;phone;34;4;PROMOTER;0;1;Grupo J,Grupo I,Grupo G;3;3;Grupo G;Transaction Error
CASE-21128;2023-09-14;2023-09-10;2023-09-01;The email response was clear and solved my problem.;positive;chatbot;4;4;PROMOTER;1;1;Grupo D;1;1;Grupo D;Payment Issues
CASE-28816;2024-08-29;2024-08-25;2024-08-01;The phone team was professional and handled my request well.;positive;chatbot;5;4;PROMOTER;1;1;Grupo E;1;1;Grupo E;Account Setup
CASE-21519;2023-08-12;2023-08-06;2023-08-01;The staff made transferring funds so easy and stress-free.;positive;email;67;4;PROMOTER;1;1;Grupo J,Grupo B;2;2;Grupo B;General Inquiry
CASE-24259;2023-09-30;2023-09-24;2023-09-01;The chatbot was quick to assist with my payment query.;positive;chatbot;13;4;PROMOTER;0;1;Grupo G,Grupo J,Grupo D;3;3;Grupo D;Loan Inquiry
CASE-28301;2022-11-22;2022-11-20;2022-11-01;The email response was okay, not very helpful.;neutral;email;2257;3;DETRACTOR;0;1;Grupo A,Grupo G;2;2;Grupo G;Balance Inquiry
CASE-24679;2022-05-08;2022-05-08;2022-05-01;The phone team solved my issue, but it took time.;neutral;email;597;4;PROMOTER;1;1;Grupo G;1;1;Grupo G;Balance Inquiry
CASE-22980;2024-07-31;2024-07-28;2024-07-01;The chatbot failed to process my savings request.;negative;chatbot;42;1;DETRACTOR;0;0;Grupo J,Grupo B;2;2;Grupo B;Loan Inquiry
CASE-21883;2022-05-03;2022-05-01;2022-05-01;The phone agent was patient and solved my problem.;positive;chatbot;2;5;PROMOTER;1;1;Grupo H;1;1;Grupo H;Card Issues
CASE-22536;2023-05-10;2023-05-07;2023-05-01;The email team took days to reply with nothing useful.;negative;phone;148;1;DETRACTOR;0;0;Grupo E,Grupo I,Grupo E;2;3;Grupo E;Fraud Report
CASE-27324;2023-06-28;2023-06-25;2023-06-01;Fantastic support over the phone, my issue was fixed in minutes.;positive;email;323;4;PROMOTER;1;1;Grupo J,Grupo E;2;2;Grupo E;Card Issues
CASE-27405;2022-03-01;2022-02-27;2022-03-01;Email support was polite and answered all my questions.;positive;chatbot;2;5;PROMOTER;1;1;Grupo F,Grupo G;2;2;Grupo G;Card Issues
CASE-29351;2024-12-22;2024-12-22;2024-12-01;Phone support was awful, they ignored my problem.;negative;chatbot;19;1;DETRACTOR;0;1;Grupo I,Grupo F,Grupo C;3;3;Grupo C;Fraud Report
CASE-21237;2023-05-19;2023-05-14;2023-05-01;The chatbot helped with my bill, but it took time.;neutral;email;2365;3;DETRACTOR;0;0;Grupo C,Grupo I;2;2;Grupo I;Payment Issues
CASE-27767;2025-02-25;2025-02-23;2025-02-01;The phone agent was friendly and fixed my login issue.;positive;chatbot;8;4;PROMOTER;1;1;Grupo H,Grupo J,Grupo J;2;3;Grupo J;Balance Inquiry
CASE-16704;2023-10-06;2023-10-01;2023-10-01;Email support made resolving my issue so easy.;positive;chatbot;2;5;PROMOTER;1;1;Grupo C;1;1;Grupo C;Loan Inquiry
CASE-23960;2024-07-06;2024-06-30;2024-07-01;Email support ignored my complaint completely.;negative;email;3198;1;DETRACTOR;0;1;Grupo J,Grupo I,Grupo A,Grupo I;3;4;Grupo I;Fraud Report
CASE-26977;2022-08-22;2022-08-21;2022-08-01;Email support was fast and fixed my login issue.;positive;chatbot;5;5;PROMOTER;1;1;Grupo I;1;1;Grupo I;Loan Inquiry
CASE-19847;2024-02-02;2024-01-28;2024-02-01;The email response was fair, not very thorough.;neutral;chatbot;10;4;PROMOTER;1;1;Grupo D;1;1;Grupo D;Loan Inquiry
CASE-18651;2023-04-24;2023-04-23;2023-04-01;Phone support was outstanding, they deserve praise!;positive;chatbot;5;4;PROMOTER;1;1;Grupo J;1;1;Grupo J;Card Issues
CASE-20269;2024-09-12;2024-09-08;2024-09-01;The chatbot kept looping with no solution.;negative;phone;58;1;DETRACTOR;0;0;Grupo J,Grupo C,Grupo F,Grupo B;4;4;Grupo B;Balance Inquiry
CASE-16282;2023-12-12;2023-12-10;2023-12-01;The chatbot assisted with my bill payment perfectly.;positive;email;529;4;PROMOTER;1;1;Grupo G,Grupo D,Grupo J;3;3;Grupo J;Transaction Error
CASE-28162;2024-09-18;2024-09-15;2024-09-01;The email response was spot on and very professional.;positive;phone;13;4;PROMOTER;1;1;Grupo I;1;1;Grupo I;Loan Inquiry
CASE-29739;2023-10-05;2023-10-01;2023-10-01;The phone agent was okay, no big problems.;neutral;phone;22;4;PROMOTER;1;0;Grupo J;1;1;Grupo J;Account Setup
CASE-29446;2023-09-09;2023-09-03;2023-09-01;The chatbot made checking my rewards so simple.;positive;email;359;5;PROMOTER;1;1;Grupo E,Grupo F,Grupo C;3;3;Grupo C;Balance Inquiry
CASE-18932;2024-07-17;2024-07-14;2024-07-01;The chatbot failed to reset my password correctly.;negative;chatbot;65;1;DETRACTOR;0;1;Grupo I,Grupo C,Grupo F,Grupo F;3;4;Grupo F;Fraud Report
CASE-16728;2022-10-20;2022-10-16;2022-10-01;Email support was fair, nothing special.;neutral;email;342;3;DETRACTOR;1;1;Grupo A;1;1;Grupo A;Loan Inquiry
CASE-23638;2024-07-31;2024-07-28;2024-07-01;The chatbot failed to reset my password correctly.;negative;phone;107;2;DETRACTOR;0;0;Grupo E,Grupo F,Grupo C;3;3;Grupo C;Login Problems
CASE-15065;2024-11-12;2024-11-10;2024-11-01;Email support was amazing, they responded right away.;positive;chatbot;1;5;PROMOTER;1;1;Grupo D;1;1;Grupo D;Loan Inquiry
CASE-21962;2024-08-14;2024-08-11;2024-08-01;The phone team was okay, nothing standout.;neutral;email;772;4;PROMOTER;1;1;Grupo I,Grupo I;1;2;Grupo I;Transaction Error
CASE-21840;2024-09-21;2024-09-15;2024-09-01;I got a fast and friendly response via email, great job!;positive;email;121;5;PROMOTER;1;1;Grupo J;1;1;Grupo J;Account Setup
CASE-16092;2024-05-30;2024-05-26;2024-05-01;The chatbot guided me through my account options easily.;positive;chatbot;4;5;PROMOTER;1;1;Grupo J;1;1;Grupo J;Loan Inquiry
CASE-15405;2024-02-03;2024-01-28;2024-02-01;The chatbot was a lifesaver when I needed to block my card.;positive;chatbot;4;5;PROMOTER;1;0;Grupo F;1;1;Grupo F;Payment Issues
CASE-26926;2022-06-04;2022-05-29;2022-06-01;The email team helped me with my statement questions quickly.;positive;email;104;5;PROMOTER;1;0;Grupo D;1;1;Grupo D;Card Issues
CASE-16051;2025-01-09;2025-01-05;2025-01-01;The email team helped me with my statement questions quickly.;positive;phone;10;4;PROMOTER;1;1;Grupo J;1;1;Grupo J;Balance Inquiry
CASE-21074;2024-07-16;2024-07-14;2024-07-01;The email team didn’t fix my login problem.;negative;chatbot;15;2;DETRACTOR;0;0;Grupo C;1;1;Grupo C;Login Problems
CASE-19681;2022-01-13;2022-01-09;2022-01-01;The chatbot crashed when I tried to check my balance.;negative;email;2335;2;DETRACTOR;0;0;Grupo B,Grupo F,Grupo D;3;3;Grupo D;Payment Issues
CASE-23973;2023-11-12;2023-11-12;2023-11-01;I had a horrible experience with the phone support.;negative;chatbot;37;1;DETRACTOR;0;1;Grupo I,Grupo B;2;2;Grupo B;Card Issues
CASE-26951;2024-01-21;2024-01-21;2024-01-01;The email response was thorough and resolved my question.;positive;chatbot;5;5;PROMOTER;1;1;Grupo G,Grupo B,Grupo F;3;3;Grupo F;Card Issues
CASE-28145;2022-09-19;2022-09-18;2022-09-01;The phone agent was fine, nothing remarkable.;neutral;phone;19;3;DETRACTOR;1;0;Grupo I,Grupo D;2;2;Grupo D;Balance Inquiry
CASE-28787;2024-06-15;2024-06-09;2024-06-01;The email team was fast and solved my problem.;positive;phone;8;4;PROMOTER;1;1;Grupo G;1;1;Grupo G;Loan Inquiry
CASE-19160;2022-11-02;2022-10-30;2022-11-01;The phone agent didn’t understand my issue.;negative;phone;113;1;DETRACTOR;0;1;Grupo D,Grupo E,Grupo J;3;3;Grupo J;Login Problems
CASE-17125;2024-05-27;2024-05-26;2024-05-01;The phone team made banking so easy for me.;positive;chatbot;2;4;PROMOTER;1;1;Grupo I;1;1;Grupo I;General Inquiry
CASE-20676;2024-11-15;2024-11-10;2024-11-01;The chatbot assisted me with my savings account inquiry perfectly.;positive;phone;9;4;PROMOTER;1;1;Grupo B;1;1;Grupo B;Payment Issues
CASE-16186;2022-01-25;2022-01-23;2022-01-01;The chatbot crashed during my transaction query.;negative;chatbot;24;2;DETRACTOR;0;0;Grupo D,Grupo A;2;2;Grupo A;Card Issues
CASE-29308;2024-11-11;2024-11-10;2024-11-01;The email response was fine, not very helpful.;neutral;email;771;3;DETRACTOR;1;1;Grupo H,Grupo H;1;2;Grupo H;Account Setup
CASE-19206;2023-08-07;2023-08-06;2023-08-01;The chatbot gave me nonsense answers all the time.;negative;email;3052;2;DETRACTOR;0;1;Grupo H,Grupo A;2;2;Grupo A;Card Issues
CASE-24990;2023-09-11;2023-09-10;2023-09-01;I had a wonderful experience opening my account via phone.;positive;email;188;5;PROMOTER;1;1;Grupo F,Grupo H,Grupo D;3;3;Grupo D;Loan Inquiry
CASE-28454;2025-01-25;2025-01-19;2025-01-01;Email support took a week to reply, ridiculous!;negative;phone;161;2;DETRACTOR;0;1;Grupo B,Grupo I,Grupo G;3;3;Grupo G;Card Issues
CASE-28861;2025-02-20;2025-02-16;2025-02-01;The chatbot helped with my bill, but it took time.;neutral;phone;18;4;PROMOTER;1;0;Grupo H,Grupo G,Grupo E;3;3;Grupo E;Balance Inquiry
CASE-25080;2024-06-13;2024-06-09;2024-06-01;Phone support was terrible, they wasted my time.;negative;chatbot;18;1;DETRACTOR;0;0;Grupo G,Grupo H;2;2;Grupo H;Login Problems
CASE-25756;2024-02-22;2024-02-18;2024-02-01;Phone support was average, nothing to note.;neutral;chatbot;18;4;PROMOTER;0;0;Grupo B,Grupo C;2;2;Grupo C;Loan Inquiry
CASE-23577;2023-04-12;2023-04-09;2023-04-01;Great customer service, the phone representative was so polite!;positive;phone;10;5;PROMOTER;1;1;Grupo H;1;1;Grupo H;Account Setup
CASE-27647;2023-08-28;2023-08-27;2023-08-01;The chatbot assisted me with my fees effortlessly.;positive;phone;10;5;PROMOTER;1;1;Grupo A;1;1;Grupo A;Balance Inquiry
CASE-19520;2023-03-19;2023-03-19;2023-03-01;The agent was knowledgeable and made me feel valued.;positive;chatbot;3;4;PROMOTER;1;1;Grupo H,Grupo D;2;2;Grupo D;Balance Inquiry
CASE-20930;2024-12-07;2024-12-01;2024-12-01;The chatbot made resetting my PIN so simple.;positive;email;63;5;PROMOTER;1;1;Grupo C;1;1;Grupo C;Balance Inquiry
CASE-15075;2022-03-04;2022-02-27;2022-03-01;The email team was neutral, response was fine.;neutral;chatbot;6;4;PROMOTER;1;1;Grupo D;1;1;Grupo D;Account Setup
CASE-18582;2024-07-23;2024-07-21;2024-07-01;The chatbot helped me with my savings goal easily.;positive;phone;23;5;PROMOTER;1;1;Grupo F,Grupo F;1;2;Grupo F;Account Setup
CASE-16343;2024-05-30;2024-05-26;2024-05-01;The phone team was slow and unprofessional.;negative;phone;85;1;DETRACTOR;0;0;Grupo E,Grupo A,Grupo H;3;3;Grupo H;General Inquiry
CASE-19802;2024-10-07;2024-10-06;2024-10-01;The email team sent a reply that solved nothing.;negative;phone;170;1;DETRACTOR;0;1;Grupo I,Grupo A,Grupo H;3;3;Grupo H;Loan Inquiry
CASE-19221;2022-06-16;2022-06-12;2022-06-01;Phone support was amazing, they handled my complaint well.;positive;phone;11;4;PROMOTER;1;1;Grupo E,Grupo F,Grupo G;3;3;Grupo G;Login Problems
CASE-22224;2022-10-18;2022-10-16;2022-10-01;The chatbot couldn’t assist with my statement.;negative;chatbot;90;2;DETRACTOR;0;0;Grupo H,Grupo F,Grupo A,Grupo F,Grupo J;4;5;Grupo J;Transaction Error
CASE-26900;2024-11-25;2024-11-24;2024-11-01;The chatbot quickly helped me reset my password.;positive;email;143;4;PROMOTER;1;1;Grupo D;1;1;Grupo D;Loan Inquiry
CASE-15729;2024-01-22;2024-01-21;2024-01-01;The email team responded promptly and solved my issue.;positive;chatbot;5;5;PROMOTER;1;1;Grupo J;1;1;Grupo J;Payment Issues
CASE-16561;2024-08-07;2024-08-04;2024-08-01;The chatbot made paying my bill so easy and fast.;positive;phone;8;4;PROMOTER;1;1;Grupo B;1;1;Grupo B;Login Problems
CASE-23451;2024-07-26;2024-07-21;2024-07-01;I received a detailed email response in less than an hour.;positive;phone;6;4;PROMOTER;1;1;Grupo F;1;1;Grupo F;Transaction Error
CASE-27529;2024-05-03;2024-04-28;2024-05-01;The email response was generic and useless.;negative;phone;94;1;DETRACTOR;0;0;Grupo A,Grupo J,Grupo H,Grupo C;4;4;Grupo C;Transaction Error
CASE-23541;2023-06-17;2023-06-11;2023-06-01;The chatbot crashed during my payment request.;negative;chatbot;11;2;DETRACTOR;0;1;Grupo G,Grupo D,Grupo C,Grupo B;4;4;Grupo B;Login Problems
CASE-16344;2023-03-11;2023-03-05;2023-03-01;The chatbot helped me with my savings goal easily.;positive;phone;23;4;PROMOTER;1;1;Grupo G,Grupo F;2;2;Grupo F;Loan Inquiry
CASE-15510;2024-08-08;2024-08-04;2024-08-01;Email support was fast and fixed my login issue.;positive;phone;8;5;PROMOTER;1;1;Grupo E;1;1;Grupo E;Loan Inquiry
CASE-28954;2023-04-16;2023-04-16;2023-04-01;Email support didn’t even read my message properly.;negative;chatbot;117;2;DETRACTOR;0;0;Grupo F,Grupo D,Grupo H,Grupo F,Grupo J;4;5;Grupo J;Payment Issues
CASE-27475;2024-06-28;2024-06-23;2024-06-01;The chatbot helped me track my transaction effortlessly.;positive;email;200;5;PROMOTER;1;1;Grupo G;1;1;Grupo G;Card Issues
CASE-27518;2023-03-24;2023-03-19;2023-03-01;The chatbot helped me check my balance instantly, love it!;positive;chatbot;6;4;PROMOTER;1;0;Grupo E,Grupo A,Grupo D;3;3;Grupo D;Payment Issues
CASE-25322;2023-07-31;2023-07-30;2023-07-01;The phone team was rude and hung up on me.;negative;phone;120;1;DETRACTOR;0;1;Grupo D,Grupo I,Grupo H;3;3;Grupo H;Card Issues
CASE-17295;2022-12-04;2022-12-04;2022-12-01;The phone agent didn’t care about my complaint.;negative;phone;100;2;DETRACTOR;0;0;Grupo F,Grupo A,Grupo J;3;3;Grupo J;Loan Inquiry
CASE-16073;2022-01-04;2022-01-02;2022-01-01;Email support was slow and didn’t solve anything.;negative;email;1803;1;DETRACTOR;0;1;Grupo A,Grupo F;2;2;Grupo F;Transaction Error
CASE-21861;2022-09-08;2022-09-04;2022-09-01;The chatbot kept freezing during my inquiry.;negative;chatbot;34;2;DETRACTOR;0;0;Grupo H,Grupo E;2;2;Grupo E;Login Problems
CASE-19158;2023-09-15;2023-09-10;2023-09-01;The email response was clear and solved my problem.;positive;phone;6;4;PROMOTER;1;1;Grupo B;1;1;Grupo B;Card Issues
CASE-18618;2023-04-28;2023-04-23;2023-04-01;The chatbot made checking my rewards so simple.;positive;email;79;4;PROMOTER;1;1;Grupo J;1;1;Grupo J;Fees Inquiry
CASE-23280;2024-02-09;2024-02-04;2024-02-01;The chatbot was average with my transfer request.;neutral;chatbot;12;4;PROMOTER;0;1;Grupo H,Grupo F;2;2;Grupo F;General Inquiry
CASE-28594;2024-06-02;2024-06-02;2024-06-01;The email team ignored my urgent request.;negative;email;2073;2;DETRACTOR;0;0;Grupo J,Grupo I,Grupo H;3;3;Grupo H;Loan Inquiry
CASE-17849;2023-01-31;2023-01-29;2023-01-01;Phone support handled my transfer request flawlessly.;positive;chatbot;1;5;PROMOTER;1;1;Grupo F;1;1;Grupo F;Balance Inquiry
CASE-29088;2023-12-13;2023-12-10;2023-12-01;The chatbot couldn’t help with my card replacement.;negative;chatbot;40;1;DETRACTOR;0;1;Grupo B,Grupo C;2;2;Grupo C;Fraud Report
CASE-16117;2022-09-11;2022-09-11;2022-09-01;The chatbot handled my payment query perfectly.;positive;email;405;5;PROMOTER;1;1;Grupo I,Grupo F;2;2;Grupo F;Card Issues
CASE-29569;2024-08-01;2024-07-28;2024-08-01;The email team helped me update my contact info effortlessly.;positive;email;171;5;PROMOTER;1;1;Grupo A;1;1;Grupo A;Loan Inquiry
CASE-26686;2023-01-11;2023-01-08;2023-01-01;The email team provided excellent service, I’m happy!;positive;chatbot;1;5;PROMOTER;1;1;Grupo F;1;1;Grupo F;General Inquiry
CASE-29704;2024-05-17;2024-05-12;2024-05-01;The chatbot gave me outdated info about my fees.;negative;phone;96;2;DETRACTOR;0;0;Grupo I,Grupo B,Grupo A;3;3;Grupo A;Payment Issues
CASE-29240;2023-10-14;2023-10-08;2023-10-01;The email team took forever and didn’t help.;negative;email;3771;1;DETRACTOR;0;0;Grupo B,Grupo I;2;2;Grupo I;Payment Issues
CASE-24765;2024-08-21;2024-08-18;2024-08-01;Phone support was quick and made my day better!;positive;email;100;5;PROMOTER;1;1;Grupo B;1;1;Grupo B;Balance Inquiry
CASE-24578;2025-02-28;2025-02-23;2025-02-01;Phone support was outstanding, they deserve praise!;positive;email;206;4;PROMOTER;1;1;Grupo H;1;1;Grupo H;Card Issues
CASE-29554;2022-10-09;2022-10-09;2022-10-01;Phone support was outstanding and very helpful.;positive;email;91;5;PROMOTER;1;1;Grupo I;1;1;Grupo I;Card Issues
CASE-26205;2023-06-06;2023-06-04;2023-06-01;The chatbot handled my payment query perfectly.;positive;email;182;4;PROMOTER;1;0;Grupo I;1;1;Grupo I;Card Issues
CASE-25226;2023-06-30;2023-06-25;2023-06-01;The email response was delayed and unhelpful.;negative;email;3528;1;DETRACTOR;0;0;Grupo C,Grupo C,Grupo E,Grupo D;3;4;Grupo D;Card Issues
CASE-20822;2022-01-23;2022-01-23;2022-01-01;The phone team didn’t solve my transfer problem.;negative;phone;269;2;DETRACTOR;0;0;Grupo J,Grupo F,Grupo F,Grupo E,Grupo I;4;5;Grupo I;Transaction Error
CASE-15185;2022-11-07;2022-11-06;2022-11-01;The chatbot failed to answer my mortgage question.;negative;chatbot;46;1;DETRACTOR;0;1;Grupo I,Grupo B,Grupo H;3;3;Grupo H;Transaction Error
CASE-16296;2023-06-07;2023-06-04;2023-06-01;Email support was a complete letdown.;negative;email;1794;2;DETRACTOR;0;0;Grupo H;1;1;Grupo H;Payment Issues
CASE-15486;2023-07-13;2023-07-09;2023-07-01;The chatbot kept looping with no solution.;negative;email;1765;1;DETRACTOR;0;0;Grupo I,Grupo D,Grupo B,Grupo F;4;4;Grupo F;Fees Inquiry
CASE-15306;2023-06-19;2023-06-18;2023-06-01;The chatbot answered my mortgage question accurately.;positive;phone;13;4;PROMOTER;1;1;Grupo J;1;1;Grupo J;Loan Inquiry
CASE-29539;2022-07-24;2022-07-24;2022-07-01;Email support was useless, they didn’t even try.;negative;email;1493;2;DETRACTOR;0;1;Grupo G,Grupo G,Grupo H;2;3;Grupo H;Transaction Error
CASE-27972;2022-02-26;2022-02-20;2022-02-01;Email support exceeded my expectations with their quick reply.;positive;phone;13;4;PROMOTER;1;0;Grupo D;1;1;Grupo D;Login Problems
CASE-18894;2024-01-20;2024-01-14;2024-01-01;Phone support was rude and disconnected me.;negative;phone;47;1;DETRACTOR;0;0;Grupo I;1;1;Grupo I;Card Issues
CASE-27509;2022-10-13;2022-10-09;2022-10-01;The call center staff was patient and resolved my payment issue.;positive;phone;12;5;PROMOTER;1;1;Grupo H;1;1;Grupo H;Balance Inquiry
CASE-18531;2025-02-17;2025-02-16;2025-02-01;Phone support was quick and made my day better!;positive;chatbot;3;5;PROMOTER;1;1;Grupo F;1;1;Grupo F;Card Issues
CASE-27704;2022-06-17;2022-06-12;2022-06-01;The chatbot guided me through online banking setup flawlessly.;positive;email;170;5;PROMOTER;1;1;Grupo C;1;1;Grupo C;Balance Inquiry
CASE-27536;2024-11-04;2024-11-03;2024-11-01;Email support was the worst, no effort at all.;negative;phone;80;2;DETRACTOR;0;0;Grupo I,Grupo J,Grupo A;3;3;Grupo A;Login Problems
CASE-24803;2024-04-17;2024-04-14;2024-04-01;The phone agent was patient and solved my problem.;positive;chatbot;3;5;PROMOTER;1;1;Grupo C;1;1;Grupo C;Balance Inquiry
CASE-26327;2024-08-08;2024-08-04;2024-08-01;The email team ignored my urgent request.;negative;phone;41;2;DETRACTOR;0;0;Grupo F,Grupo F;1;2;Grupo F;Fraud Report
CASE-29685;2022-08-25;2022-08-21;2022-08-01;The chatbot answered all my questions perfectly, amazing!;positive;chatbot;1;4;PROMOTER;1;1;Grupo F;1;1;Grupo F;General Inquiry
CASE-18453;2022-08-09;2022-08-07;2022-08-01;The phone agent helped me set up alerts with ease.;positive;email;223;4;PROMOTER;1;1;Grupo F;1;1;Grupo F;Loan Inquiry
CASE-26045;2023-02-03;2023-01-29;2023-02-01;Email support was slow and totally useless.;negative;phone;44;1;DETRACTOR;0;0;Grupo F,Grupo F;1;2;Grupo F;Login Problems
CASE-27189;2023-06-09;2023-06-04;2023-06-01;The phone team wasted my time with no solution.;negative;chatbot;10;1;DETRACTOR;1;0;Grupo J,Grupo G,Grupo I,Grupo A;4;4;Grupo A;Transaction Error
CASE-29506;2023-02-24;2023-02-19;2023-02-01;The phone agent helped me set up alerts with ease.;positive;email;217;5;PROMOTER;1;1;Grupo A;1;1;Grupo A;Login Problems
CASE-15549;2024-05-13;2024-05-12;2024-05-01;The email team sent a reply that solved nothing.;negative;email;2200;2;DETRACTOR;0;1;Grupo G,Grupo D,Grupo B,Grupo C;4;4;Grupo C;Payment Issues
CASE-23366;2022-10-31;2022-10-30;2022-10-01;The chatbot handled my balance inquiry like a pro.;positive;chatbot;1;5;PROMOTER;1;1;Grupo F;1;1;Grupo F;Loan Inquiry
CASE-15036;2023-05-12;2023-05-07;2023-05-01;Phone support was rude and disconnected me.;negative;phone;148;1;DETRACTOR;0;0;Grupo B,Grupo H,Grupo E,Grupo C;4;4;Grupo C;Fraud Report
CASE-19013;2022-09-07;2022-09-04;2022-09-01;The chatbot helped with my rewards, but it was slow.;neutral;chatbot;10;4;PROMOTER;1;1;Grupo C;1;1;Grupo C;Login Problems
CASE-21703;2023-12-28;2023-12-24;2023-12-01;The email response was generic and useless.;negative;phone;113;1;DETRACTOR;0;1;Grupo B,Grupo J,Grupo C;3;3;Grupo C;Transaction Error
CASE-23175;2023-10-05;2023-10-01;2023-10-01;I had a horrible experience with the phone support.;negative;email;3674;2;DETRACTOR;0;0;Grupo B,Grupo E,Grupo I;3;3;Grupo I;Card Issues
CASE-25564;2023-07-26;2023-07-23;2023-07-01;The phone team solved my issue, but it took time.;neutral;email;548;4;PROMOTER;1;1;Grupo A,Grupo C;2;2;Grupo C;Fraud Report
CASE-22104;2022-11-17;2022-11-13;2022-11-01;The phone agent helped me, but it was slow.;neutral;phone;28;3;DETRACTOR;1;0;Grupo B;1;1;Grupo B;Balance Inquiry
CASE-27644;2024-12-26;2024-12-22;2024-12-01;The chatbot kept crashing when I needed help.;negative;phone;160;1;DETRACTOR;0;0;Grupo G,Grupo C,Grupo J,Grupo C;3;4;Grupo C;Loan Inquiry
CASE-19269;2024-01-23;2024-01-21;2024-01-01;The chatbot assisted me with my savings account inquiry perfectly.;positive;chatbot;5;5;PROMOTER;1;1;Grupo E;1;1;Grupo E;Fees Inquiry
CASE-28714;2024-09-01;2024-09-01;2024-09-01;The agent was knowledgeable and made me feel valued.;positive;email;615;4;PROMOTER;1;1;Grupo I,Grupo B,Grupo E;3;3;Grupo E;General Inquiry
CASE-24544;2022-12-10;2022-12-04;2022-12-01;Email support was useless, they didn’t even try.;negative;email;3693;1;DETRACTOR;0;0;Grupo I,Grupo A,Grupo H,Grupo D;4;4;Grupo D;Payment Issues
CASE-22391;2022-04-18;2022-04-17;2022-04-01;The email response was detailed and very helpful.;positive;email;144;5;PROMOTER;1;0;Grupo E;1;1;Grupo E;General Inquiry
CASE-20215;2022-10-11;2022-10-09;2022-10-01;The email team was okay, response was basic.;neutral;phone;75;3;DETRACTOR;0;1;Grupo H,Grupo G,Grupo I,Grupo I;3;4;Grupo I;Fees Inquiry
